installation_id,accuracy_group
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,0
00abaee7,3
00abaee7,2
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,0
00abaee7,0
00abaee7,3
00abaee7,0
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,2
00abaee7,3
00abaee7,3
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,3
00abaee7,2
00abaee7,2
00abaee7,0
00abaee7,0
01242218,2
01242218,3
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,3
01242218,0
01242218,0
01242218,0
01242218,0
01242218,0
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,0
01242218,2
01242218,2
01242218,3
01242218,0
01242218,0
01242218,0
01242218,2
01242218,3
01242218,3
01242218,3
01242218,0
01242218,3
01242218,0
01242218,2
01242218,3
01242218,0
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,3
01242218,2
01242218,3
01242218,2
01242218,2
01242218,3
01242218,3
01242218,0
01242218,3
01242218,2
01242218,2
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,0
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,3
01242218,3
01242218,0
01242218,2
01242218,0
01242218,2
01242218,3
01242218,2
01242218,3
01242218,2
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,3
01242218,0
01242218,0
01242218,2
01242218,3
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,0
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,0
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,0
01242218,3
01242218,0
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,3
01242218,3
01242218,3
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,3
01242218,0
01242218,3
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,3
01242218,3
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,3
01242218,0
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,0
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,2
01242218,3
01242218,0
01242218,2
01242218,3
01242218,3
01242218,2
01242218,2
01242218,3
01242218,0
01242218,3
01242218,0
01242218,2
01242218,0
01242218,2
01242218,3
01242218,0
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,3
01242218,3
01242218,3
01242218,3
01242218,2
01242218,3
01242218,3
01242218,3
01242218,2
01242218,0
01242218,0
01242218,0
01242218,3
01242218,0
01242218,0
01242218,3
01242218,2
01242218,0
01242218,0
01242218,2
01242218,3
01242218,2
01242218,3
01242218,0
01242218,0
01242218,3
01242218,3
01242218,0
01242218,0
01242218,3
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,3
01242218,3
01242218,0
01242218,0
01242218,0
01242218,3
01242218,0
01242218,3
01242218,3
01242218,2
01242218,0
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,3
01242218,0
01242218,2
01242218,0
01242218,0
01242218,0
01242218,3
01242218,0
01242218,0
01242218,2
01242218,2
01242218,3
01242218,0
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,0
01242218,3
01242218,2
01242218,2
01242218,2
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,3
01242218,3
01242218,2
01242218,2
01242218,0
01242218,0
01242218,3
01242218,2
01242218,0
01242218,2
01242218,3
01242218,0
01242218,0
01242218,2
01242218,0
01242218,0
01242218,0
01242218,0
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,3
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,3
01242218,0
01242218,0
01242218,3
01242218,0
01242218,3
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,3
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,3
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,3
01242218,3
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,3
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,0
01242218,2
01242218,2
01242218,3
01242218,2
01242218,3
01242218,3
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,0
01242218,0
01242218,0
01242218,3
01242218,0
01242218,2
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,0
01242218,3
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,3
01242218,3
01242218,2
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,3
01242218,3
01242218,0
01242218,3
01242218,3
01242218,3
01242218,2
01242218,0
01242218,0
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,3
01242218,2
01242218,3
01242218,0
01242218,3
01242218,3
01242218,0
01242218,2
01242218,3
01242218,0
01242218,0
01242218,3
01242218,3
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,3
01242218,0
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,3
01242218,2
01242218,3
01242218,2
01242218,2
01242218,3
01242218,2
01242218,3
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,3
01242218,0
01242218,3
01242218,3
01242218,3
01242218,3
01242218,2
01242218,2
01242218,3
01242218,2
01242218,2
01242218,3
01242218,3
01242218,3
01242218,3
01242218,2
01242218,0
01242218,3
01242218,3
01242218,3
01242218,3
01242218,0
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,3
01242218,2
01242218,3
01242218,2
01242218,0
01242218,3
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,3
01242218,3
01242218,3
01242218,3
01242218,3
01242218,0
01242218,3
01242218,0
01242218,0
01242218,2
01242218,3
01242218,0
01242218,0
01242218,0
01242218,0
01242218,0
01242218,0
01242218,0
01242218,0
01242218,3
01242218,0
01242218,3
01242218,2
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,2
01242218,0
01242218,0
01242218,3
01242218,3
01242218,0
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,0
01242218,3
01242218,0
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,3
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,3
01242218,2
01242218,2
01242218,2
01242218,2
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,0
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,3
01242218,0
01242218,3
01242218,3
01242218,0
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,3
01242218,3
01242218,0
01242218,0
01242218,2
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,3
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,2
01242218,3
01242218,3
01242218,0
01242218,3
01242218,3
01242218,2
01242218,2
01242218,0
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,0
01242218,0
01242218,2
01242218,3
01242218,3
01242218,0
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,3
01242218,2
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,2
01242218,2
01242218,3
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,0
01242218,0
01242218,3
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,0
01242218,0
01242218,3
01242218,0
01242218,2
01242218,0
01242218,0
01242218,3
01242218,0
01242218,0
01242218,0
01242218,2
01242218,3
01242218,2
01242218,2
01242218,3
01242218,2
01242218,0
01242218,3
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,3
01242218,3
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,2
01242218,0
01242218,0
01242218,0
01242218,2
01242218,3
01242218,2
01242218,2
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,3
01242218,3
01242218,0
01242218,0
01242218,3
01242218,3
01242218,3
01242218,3
01242218,0
01242218,0
01242218,3
01242218,0
01242218,0
01242218,3
01242218,3
01242218,0
01242218,0
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,2
01242218,0
01242218,2
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,3
01242218,3
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,3
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,3
01242218,0
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,3
01242218,3
01242218,0
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,0
01242218,2
01242218,0
01242218,0
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,0
01242218,0
01242218,3
01242218,3
01242218,3
01242218,2
01242218,3
01242218,2
01242218,2
01242218,2
01242218,0
01242218,3
01242218,0
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,0
01242218,3
01242218,2
01242218,0
01242218,3
01242218,2
01242218,2
01242218,3
01242218,0
01242218,2
01242218,0
01242218,3
01242218,2
01242218,0
01242218,0
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,2
01242218,0
01242218,3
01242218,3
01242218,0
01242218,2
01242218,2
01242218,0
01242218,3
01242218,2
01242218,3
01242218,2
01242218,0
01242218,0
01242218,3
01242218,0
01242218,0
01242218,0
01242218,0
01242218,3
01242218,0
01242218,3
01242218,0
01242218,2
01242218,2
01242218,2
01242218,3
01242218,3
01242218,3
01242218,2
01242218,2
01242218,2
01242218,3
01242218,0
01242218,2
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,3
01242218,3
01242218,2
01242218,3
01242218,2
01242218,2
01242218,0
01242218,3
01242218,3
01242218,2
01242218,0
01242218,0
01242218,0
01242218,2
01242218,2
01242218,3
01242218,3
01242218,3
01242218,3
01242218,2
01242218,2
01242218,0
01242218,2
01242218,3
01242218,3
01242218,3
01242218,2
01242218,3
01242218,3
01242218,3
01242218,0
01242218,0
01242218,3
01242218,0
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,3
01242218,2
01242218,2
01242218,3
01242218,3
01242218,2
01242218,0
01242218,2
01242218,2
01242218,3
01242218,2
01242218,2
01242218,2
01242218,3
01242218,2
01242218,0
01242218,2
01242218,2
01242218,3
01242218,0
01242218,3
01242218,2
01242218,3
01242218,3
01242218,2
01242218,0
01242218,0
01242218,2
01242218,0
01242218,2
01242218,3
01242218,2
01242218,3
01242218,3
01242218,3
01242218,2
01242218,0
01242218,3
01242218,0
01242218,3
01242218,2
01242218,0
01242218,0
01242218,2
